0.053042236,0.057499671,0.055644873,0.05299029,0.058370742,0.05500314,0.056464158,0.056224745,0.053697441,0.057038438,0.47507589,0.285293266,0.432151711,0.470844446,0.097582352,0.344872906,0.561633843,0.330273422,0.063933315,0.465140341
0.039876384,0.040719074,0.042254026,0.041082525,0.039743694,0.039538819,0.037648122,0.03906935,0.040363771,0.042103471,0.170693552,0.396166689,0.43230155,0.307609221,0.062060942,0.414748983,0.158428915,0.060230159,0.083829755,0.298427705
0.028790418,0.030580476,0.028943664,0.026690824,0.027831251,0.029273364,0.028378863,0.030738048,0.026780674,0.025738102,0.165989693,0.0902294,0.219287845,0.061602886,0.319974329,0.178530414,0.008038792,0.218860364,0.334334558,0.073294312
0.024088184,0.024811589,0.023242464,0.022159912,0.025636191,0.023590358,0.027042319,0.023275585,0.0271988,0.024073105,0.251213199,0.101181852,0.119157516,0.534423436,0.536889089,0.401905605,0.223935862,0.220176636,0.544539102,0.266094185
0.028002601,0.029806813,0.028480162,0.029967711,0.027310188,0.029391482,0.026199879,0.030575647,0.030447442,0.030840624,0.418111517,0.435142564,0.092407817,0.580165175,0.273777421,0.577427751,0.545429856,0.186049192,0.583050094,0.073934856
0.039777133,0.045075326,0.044816033,0.043521604,0.04516547,0.043464868,0.04232855,0.040835968,0.04020067,0.045379856,0.363256482,0.366673539,0.278987426,0.125792429,0.568876514,0.629418799,0.218883221,0.543940745,0.416757024,0.534884733
0.06419035,0.063815959,0.063124548,0.06720616,0.066357464,0.063151728,0.065519307,0.064630076,0.065381813,0.065181295,0.334744911,0.371977438,0.624780586,0.093387442,0.426814892,0.562902626,0.405448653,0.440131854,0.23135525,0.29282069
0.099375091,0.095110373,0.097408793,0.09395544,0.095431226,0.097453642,0.09709937,0.09963317,0.097154828,0.095913085,0.354177928,0.136777902,0.471595308,0.593810409,0.51958214,0.336460415,0.611177078,0.33212061,0.533224494,0.357641971
0.139304837,0.136421936,0.135331239,0.134447687,0.138571285,0.137026017,0.137885048,0.138817547,0.135526656,0.133912348,0.337181408,0.421034348,0.465959581,0.449065731,0.611524873,0.424741345,0.438054129,0.208432227,0.441553885,0.161983926
0.183376112,0.183432002,0.18100494,0.183960874,0.181033186,0.181252481,0.181590793,0.184657201,0.182447862,0.184044814,0.510000467,0.026601066,0.497311487,0.195215624,0.527043219,0.364888547,0.337727614,0.582921888,0.417484765,0.414334682
